date,BRK-B,JPM
2010-04-08,79.68000030517578,30.23345947265625
2010-04-09,80.48999786376953,30.378812789916992
2010-04-12,80.4800033569336,30.484525680541992
2010-04-13,80.44999694824219,30.30613136291504
2010-04-14,80.88999938964844,31.53502655029297
2010-04-15,80.06999969482422,31.587894439697266
2010-04-16,78.72000122070312,30.09470558166504
2010-04-19,79.4800033569336,29.989011764526367
2010-04-20,80.01000213623047,30.312732696533203
2010-04-21,78.87000274658203,29.96257781982422
2010-04-22,78.68000030517578,29.559547424316406
2010-04-23,78.94999694824219,29.69169807434082
2010-04-26,79.23999786376953,28.997955322265625
2010-04-27,76.69000244140625,28.02012825012207
2010-04-28,77.16999816894531,28.713851928710938
2010-04-29,78.08999633789062,29.070636749267578
2010-04-30,77.0,28.132448196411133
2010-05-03,78.44000244140625,28.760107040405273
2010-05-04,76.61000061035156,28.059764862060547
2010-05-05,76.69999694824219,28.16547393798828
2010-05-06,74.58999633789062,26.9630184173584
2010-05-07,74.41000366210938,26.929983139038086
2010-05-10,78.2300033569336,27.716209411621094
2010-05-11,77.61000061035156,27.451927185058594
2010-05-12,78.0,27.544416427612305
2010-05-13,77.2699966430664,26.9630184173584
2010-05-14,76.2300033569336,26.355173110961914
2010-05-17,76.30999755859375,26.322139739990234
2010-05-18,75.47000122070312,25.780364990234375
2010-05-19,75.83000183105469,26.018217086791992
2010-05-20,72.27999877929688,24.994142532348633
2010-05-21,73.01000213623047,26.460887908935547
2010-05-24,70.77999877929688,25.516082763671875
2010-05-25,70.7300033569336,25.727510452270508
2010-05-26,70.31999969482422,25.62180519104004
2010-05-27,73.3499984741211,26.705339431762695
2010-05-28,70.55000305175781,26.150362014770508
2010-06-01,70.26000213623047,25.463232040405273
2010-06-02,72.25,26.130531311035156
2010-06-03,72.33999633789062,25.833219528198242
2010-06-04,70.19000244140625,24.855392456054688
2010-06-07,70.04000091552734,24.26076889038086
2010-06-08,72.63999938964844,24.96110725402832
2010-06-09,71.80999755859375,24.52505111694336
2010-06-10,74.0999984741211,25.298067092895508
2010-06-11,74.41000366210938,25.165918350219727
2010-06-14,74.91999816894531,24.663789749145508
2010-06-15,77.25,25.271638870239258
2010-06-16,77.51000213623047,25.45002555847168
2010-06-17,79.2300033569336,25.397167205810547
2010-06-18,79.93000030517578,25.886083602905273
2010-06-21,79.80999755859375,25.681255340576172
2010-06-22,79.52999877929688,25.32448387145996
2010-06-23,79.13999938964844,25.694480895996094
2010-06-24,78.86000061035156,25.126277923583984
2010-06-25,81.9000015258789,26.057861328125
2010-06-28,81.0199966430664,25.463232040405273
2010-06-29,80.02999877929688,24.485397338867188
2010-06-30,79.69000244140625,24.18808937072754
2010-07-01,78.80999755859375,23.870525360107422
2010-07-02,77.23999786376953,23.705121994018555
2010-07-06,77.56999969482422,24.035919189453125
2010-07-07,79.91999816894531,25.240036010742188
2010-07-08,79.41000366210938,25.24664306640625
2010-07-09,79.75,25.703144073486328
2010-07-12,79.47000122070312,25.9280948638916
2010-07-13,79.86000061035156,26.781557083129883
2010-07-14,79.3499984741211,26.695556640625
2010-07-15,79.70999908447266,26.76833152770996
2010-07-16,77.0999984741211,25.802392959594727
2010-07-19,77.30999755859375,25.828855514526367
2010-07-20,78.23999786376953,26.219202041625977
2010-07-21,76.62999725341797,25.418670654296875
2010-07-22,78.3499984741211,26.033952713012695
2010-07-23,78.70999908447266,26.35153579711914
2010-07-26,78.72000122070312,26.682329177856445
2010-07-27,78.51000213623047,26.920495986938477
2010-07-28,77.81999969482422,26.67569923400879
2010-07-29,78.04000091552734,26.602924346923828
2010-07-30,78.12000274658203,26.64923858642578
2010-08-02,79.91999816894531,27.549020767211914
2010-08-03,79.83000183105469,27.178518295288086
2010-08-04,80.76000213623047,27.317461013793945
2010-08-05,80.83000183105469,27.30422592163086
2010-08-06,80.47000122070312,26.755094528198242
2010-08-09,80.69999694824219,26.344905853271484
2010-08-10,79.7300033569336,25.91486167907715
2010-08-11,77.5,24.988616943359375
2010-08-12,77.0199966430664,25.015094757080078
2010-08-13,76.77999877929688,24.809988021850586
2010-08-16,76.83999633789062,24.935699462890625
2010-08-17,77.52999877929688,24.796762466430664
2010-08-18,78.79000091552734,25.068010330200195
2010-08-19,77.54000091552734,24.5255126953125
2010-08-20,77.7300033569336,24.571809768676758
2010-08-23,77.2300033569336,24.399805068969727
2010-08-24,76.58000183105469,23.95652961730957
2010-08-25,76.80000305175781,23.969764709472656
2010-08-26,76.37000274658203,23.572797775268555
2010-08-27,78.77999877929688,24.21454620361328
2010-08-30,77.9000015258789,23.718347549438477
2010-08-31,78.77999877929688,24.05576515197754
2010-09-01,80.91000366210938,24.968778610229492
2010-09-02,81.19000244140625,25.24664306640625
2010-09-03,81.61000061035156,25.91486167907715
2010-09-07,80.79000091552734,25.32603645324707
2010-09-08,81.69000244140625,25.88178825378418
2010-09-09,82.30999755859375,26.5301513671875
2010-09-10,82.72000122070312,26.30520248413086
2010-09-13,83.33999633789062,27.204986572265625
2010-09-14,83.05000305175781,26.940340042114258
2010-09-15,83.4800033569336,27.112356185913086
2010-09-16,83.54000091552734,27.118980407714844
2010-09-17,82.72000122070312,26.50368881225586
2010-09-20,83.51000213623047,27.251304626464844
2010-09-21,83.08999633789062,26.854337692260742
2010-09-22,82.41999816894531,26.424297332763672
2010-09-23,81.23999786376953,25.868549346923828
2010-09-24,83.31999969482422,26.298595428466797
2010-09-27,82.87000274658203,25.855331420898438
2010-09-28,83.06999969482422,25.769315719604492
2010-09-29,82.44000244140625,25.412050247192383
2010-09-30,82.68000030517578,25.180484771728516
2010-10-01,82.70999908447266,25.676698684692383
2010-10-04,82.11000061035156,25.802555084228516
2010-10-05,83.43000030517578,26.25965118408203
2010-10-06,83.54000091552734,26.43189811706543
2010-10-07,83.16999816894531,26.180160522460938
2010-10-08,83.16000366210938,26.041034698486328
2010-10-11,82.94999694824219,26.319265365600586
2010-10-12,83.30000305175781,26.76311492919922
2010-10-13,83.66000366210938,26.392141342163086
2010-10-14,83.61000061035156,25.650190353393555
2010-10-15,83.37000274658203,24.610145568847656
2010-10-18,83.5,25.30571746826172
2010-10-19,82.36000061035156,24.967864990234375
2010-10-20,82.91999816894531,25.239469528198242
2010-10-21,83.01000213623047,24.974489212036133
2010-10-22,83.33999633789062,24.974489212036133
2010-10-25,83.33000183105469,24.557147979736328
2010-10-26,82.22000122070312,24.643264770507812
2010-10-27,80.55000305175781,24.868494033813477
2010-10-28,80.0999984741211,24.848623275756836
2010-10-29,79.55999755859375,24.928117752075195
2010-11-01,79.9000015258789,24.789003372192383
2010-11-02,80.41999816894531,24.484268188476562
2010-11-03,81.2699966430664,24.98773956298828
2010-11-04,82.95999908447266,26.365646362304688
2010-11-05,83.72000122070312,27.120840072631836
2010-11-08,82.31999969482422,26.83597183227539
2010-11-09,80.8499984741211,26.43189811706543
2010-11-10,81.93000030517578,26.908857345581055
2010-11-11,81.12999725341797,26.511388778686523
2010-11-12,80.25,26.23978042602539
2010-11-15,80.19000244140625,26.551124572753906
2010-11-16,79.91000366210938,26.23978042602539
2010-11-17,79.52999877929688,25.954925537109375
2010-11-18,80.86000061035156,26.27289581298828
2010-11-19,80.7699966430664,26.107282638549805
2010-11-22,80.0,25.51106834411621
2010-11-23,79.08999633789062,24.928117752075195
2010-11-24,80.30000305175781,25.27921485900879
2010-11-26,79.76000213623047,24.841997146606445
2010-11-29,79.51000213623047,25.113597869873047
2010-11-30,79.68000030517578,24.77574920654297
2010-12-01,80.68000030517578,25.27259635925293
2010-12-02,81.41999816894531,26.041034698486328
2010-12-03,80.9000015258789,26.23978042602539
2010-12-06,80.37999725341797,26.43189811706543
2010-12-07,79.87000274658203,26.001285552978516
2010-12-08,80.54000091552734,26.670358657836914
2010-12-09,80.48999786376953,27.034719467163086
2010-12-10,80.68000030517578,27.44544792175293
2010-12-13,80.33999633789062,27.498428344726562
2010-12-14,80.23999786376953,27.021472930908203
2010-12-15,79.55000305175781,26.637237548828125
2010-12-16,79.87999725341797,26.50475311279297
2010-12-17,79.94999694824219,26.279531478881836
2010-12-20,79.56999969482422,26.465003967285156
2010-12-21,80.48999786376953,27.16059112548828
2010-12-22,80.13999938964844,27.929035186767578
2010-12-23,79.86000061035156,27.87604522705078
2010-12-27,80.16000366210938,28.266889572143555
2010-12-28,79.98999786376953,28.227140426635742
2010-12-29,79.88999938964844,28.0615177154541
2010-12-30,79.4000015258789,27.975393295288086
2010-12-31,80.11000061035156,28.10126495361328
2011-01-03,80.41000366210938,28.869718551635742
2011-01-04,80.16999816894531,29.287538528442383
2011-01-05,80.91000366210938,29.645671844482422
2011-01-06,80.37000274658203,29.499771118164062
2011-01-07,79.73999786376953,28.942657470703125
2011-01-10,79.6500015258789,28.78350067138672
2011-01-11,79.4000015258789,28.91614532470703
2011-01-12,80.73999786376953,29.652311325073242
2011-01-13,80.76000213623047,29.479869842529297
2011-01-14,81.6500015258789,29.784954071044922
2011-01-18,81.81999969482422,29.678848266601562
2011-01-19,80.91999816894531,28.98908805847168
2011-01-20,80.7300033569336,29.678848266601562
2011-01-21,80.44999694824219,30.03697395324707
2011-01-24,82.94000244140625,29.857898712158203
2011-01-25,83.25,29.7584171295166
2011-01-26,83.06999969482422,29.83138656616211
2011-01-27,83.02999877929688,29.910945892333984
2011-01-28,81.55999755859375,29.539548873901367
2011-01-31,81.75,29.804859161376953
2011-02-01,83.3499984741211,30.461429595947266
2011-02-02,82.44999694824219,30.143085479736328
2011-02-03,83.0199966430664,30.149723052978516
2011-02-04,83.16999816894531,29.572723388671875
2011-02-07,84.0999984741211,30.176246643066406
2011-02-08,84.2699966430664,30.335424423217773
2011-02-09,83.88999938964844,29.917591094970703
2011-02-10,84.44999694824219,30.196138381958008
2011-02-11,84.91000366210938,30.885892868041992
2011-02-14,85.30000305175781,30.865983963012695
2011-02-15,84.9800033569336,31.051679611206055
2011-02-16,84.95999908447266,31.794496536254883
2011-02-17,84.93000030517578,31.714893341064453
2011-02-18,85.05000305175781,31.83428382873535
2011-02-22,83.16999816894531,30.51449203491211
2011-02-23,82.86000061035156,30.481327056884766
2011-02-24,83.36000061035156,30.44817543029785
2011-02-25,84.87000274658203,30.95884895324707
2011-02-28,87.27999877929688,30.965484619140625
2011-03-01,85.25,30.24256706237793
2011-03-02,85.0199966430664,29.983924865722656
2011-03-03,86.69999694824219,30.5609188079834
2011-03-04,85.5,30.189517974853516
2011-03-07,85.04000091552734,29.97066307067871
2011-03-08,86.3499984741211,30.77313995361328
2011-03-09,86.0199966430664,30.879253387451172
2011-03-10,84.9800033569336,30.196138381958008
2011-03-11,85.30000305175781,30.335424423217773
2011-03-14,84.20999908447266,30.043601989746094
2011-03-15,82.5199966430664,29.585973739624023
2011-03-16,80.94999694824219,29.0554141998291
2011-03-17,82.7300033569336,29.552812576293945
2011-03-18,83.4800033569336,30.335424423217773
2011-03-21,85.16999816894531,30.262462615966797
2011-03-22,84.9800033569336,30.156352996826172
2011-03-23,84.73999786376953,30.24256706237793
2011-03-24,85.16000366210938,30.328786849975586
2011-03-25,85.23999786376953,30.414995193481445
2011-03-28,84.37000274658203,30.481327056884766
2011-03-29,84.70999908447266,30.521121978759766
2011-03-30,85.45999908447266,30.80630111694336
2011-03-31,83.62999725341797,30.574169158935547
2011-04-01,83.68000030517578,30.739988327026367
2011-04-04,83.0999984741211,30.900020599365234
2011-04-05,82.04000091552734,31.060060501098633
2011-04-06,81.98999786376953,31.766860961914062
2011-04-07,81.93000030517578,31.606834411621094
2011-04-08,81.80000305175781,31.233415603637695
2011-04-11,82.26000213623047,31.24675178527832
2011-04-12,81.68000030517578,31.100053787231445
2011-04-13,80.76000213623047,30.839990615844727
2011-04-14,80.73999786376953,29.98650550842285
2011-04-15,80.88999938964844,29.933130264282227
2011-04-18,80.30000305175781,29.313007354736328
2011-04-19,80.5,29.773103713989258
2011-04-20,81.72000122070312,29.71308135986328
2011-04-21,82.36000061035156,29.79310417175293
2011-04-25,82.37999725341797,29.746427536010742
2011-04-26,82.91999816894531,30.086502075195312
2011-04-27,82.98999786376953,30.33990478515625
2011-04-28,83.2699966430664,30.57327651977539
2011-04-29,83.30000305175781,30.42657470703125
2011-05-02,81.91999816894531,30.12651252746582
2011-05-03,82.31999969482422,30.61994743347168
2011-05-04,81.58000183105469,30.33990478515625
2011-05-05,79.66000366210938,30.119850158691406
2011-05-06,80.20999908447266,30.03315544128418
2011-05-09,80.7300033569336,29.97982406616211
2011-05-10,81.2300033569336,30.11319923400879
2011-05-11,80.0999984741211,29.493038177490234
2011-05-12,80.69999694824219,29.399690628051758
2011-05-13,79.6500015258789,28.772890090942383
2011-05-16,79.4800033569336,28.59284782409668
2011-05-17,78.93000030517578,29.212984085083008
2011-05-18,79.62000274658203,29.393024444580078
2011-05-19,79.27999877929688,29.339679718017578
2011-05-20,78.72000122070312,28.759544372558594
2011-05-23,77.88999938964844,28.372800827026367
2011-05-24,77.66999816894531,28.23276138305664
2011-05-25,78.16000366210938,28.18609046936035
2011-05-26,78.30999755859375,28.306114196777344
2011-05-27,78.04000091552734,28.53284454345703
2011-05-31,79.06999969482422,28.83290672302246
2011-06-01,77.08000183105469,27.846027374267578
2011-06-02,77.16000366210938,27.74599838256836
2011-06-03,76.25,27.71932601928711
2011-06-06,75.33999633789062,27.025836944580078
2011-06-07,74.86000061035156,27.152530670166016
2011-06-08,74.33000183105469,26.9324893951416
2011-06-09,75.01000213623047,27.325910568237305
2011-06-10,74.05999755859375,27.372581481933594
2011-06-13,74.29000091552734,27.7860107421875
2011-06-14,75.11000061035156,27.74599838256836
2011-06-15,73.83000183105469,27.125865936279297
2011-06-16,75.01000213623047,26.912487030029297
2011-06-17,75.51000213623047,27.205883026123047
2011-06-20,76.0999984741211,26.99249839782715
2011-06-21,76.48999786376953,27.279232025146484
2011-06-22,75.97000122070312,27.13253402709961
2011-06-23,75.61000061035156,26.7191104888916
2011-06-24,75.62000274658203,26.332355499267578
2011-06-27,75.62999725341797,26.592418670654297
2011-06-28,76.41999816894531,26.365707397460938
2011-06-29,77.02999877929688,26.972501754760742
2011-06-30,77.38999938964844,27.29922866821289
2011-07-01,78.08999633789062,27.896343231201172
2011-07-05,77.30999755859375,27.527339935302734
2011-07-06,76.5199966430664,27.212020874023438
2011-07-07,77.7699966430664,27.72190284729004
2011-07-08,76.9000015258789,27.332775115966797
2011-07-11,75.2699966430664,26.45389175415039
2011-07-12,75.77999877929688,26.427064895629883
2011-07-13,76.31999969482422,26.581361770629883
2011-07-14,76.0999984741211,27.07113265991211
2011-07-15,75.36000061035156,26.822887420654297
2011-07-18,75.11000061035156,26.72226333618164
2011-07-19,76.29000091552734,27.097959518432617
2011-07-20,76.13999938964844,27.480375289916992
2011-07-21,77.33999633789062,28.372684478759766
2011-07-22,77.05000305175781,28.30560302734375
2011-07-25,75.91000366210938,27.970134735107422
2011-07-26,75.51000213623047,27.80240821838379
2011-07-27,74.69000244140625,27.285818099975586
2011-07-28,74.8499984741211,27.29252815246582
2011-07-29,74.16999816894531,27.138221740722656
2011-08-01,74.93000030517578,27.131511688232422
2011-08-02,73.37000274658203,26.72896385192871
2011-08-03,74.01000213623047,26.76922035217285
2011-08-04,70.98999786376953,25.440826416015625
2011-08-05,71.25,25.22612953186035
2011-08-08,66.6500015258789,22.85111427307129
2011-08-09,72.93000030517578,24.42104721069336
2011-08-10,67.5999984741211,23.05909538269043
2011-08-11,71.73999786376953,24.615602493286133
2011-08-12,71.5199966430664,24.092304229736328
2011-08-15,72.54000091552734,24.743072509765625
2011-08-16,71.77999877929688,24.172800064086914
2011-08-17,72.37999725341797,24.535099029541016
2011-08-18,69.55999755859375,23.609241485595703
2011-08-19,68.33000183105469,23.04568099975586
2011-08-22,67.80000305175781,22.415029525756836
2011-08-23,69.58999633789062,23.334169387817383
2011-08-24,70.75,24.038625717163086
2011-08-25,68.98999786376953,23.964828491210938
2011-08-26,69.83999633789062,24.293563842773438
2011-08-29,72.5999984741211,25.25296974182129
2011-08-30,72.26000213623047,24.86383819580078
2011-08-31,73.0,25.199298858642578
2011-09-01,71.37000274658203,24.35394859313965
2011-09-02,69.37000274658203,23.233531951904297
2011-09-06,68.37000274658203,22.435152053833008
2011-09-07,70.69999694824219,23.361005783081055
2011-09-08,69.41000366210938,22.482114791870117
2011-09-09,67.7699966430664,21.522724151611328
2011-09-12,69.23999786376953,21.75082778930664
2011-09-13,68.8499984741211,21.797792434692383
2011-09-14,69.41000366210938,22.00577735900879
2011-09-15,70.83000183105469,22.683391571044922
2011-09-16,71.55000305175781,22.42844009399414
2011-09-19,69.66000366210938,21.797792434692383
2011-09-20,69.72000122070312,21.636770248413086
2011-09-21,67.22000122070312,20.355335235595703
2011-09-22,66.0,19.63747215270996
2011-09-23,66.37000274658203,19.85215950012207
2011-09-26,72.08999633789062,21.234228134155273
2011-09-27,72.06999969482422,21.180557250976562
2011-09-28,70.77999877929688,20.44255256652832
2011-09-29,72.70999908447266,21.059795379638672
2011-09-30,71.04000091552734,20.20774269104004
2011-10-03,70.05999755859375,19.221511840820312
2011-10-04,73.16999816894531,20.480382919311523
2011-10-05,73.2300033569336,20.872936248779297
2011-10-06,73.62999725341797,21.915225982666016
2011-10-07,71.69999694824219,20.778173446655273
2011-10-10,74.11000061035156,21.86107635498047
2011-10-11,73.41000366210938,21.86107635498047
2011-10-12,74.70999908447266,22.470216751098633
2011-10-13,74.05000305175781,21.38730812072754
2011-10-14,74.75,21.583587646484375
2011-10-17,72.88999938964844,21.008296966552734
2011-10-18,75.06999969482422,22.24686622619629
2011-10-19,74.11000061035156,21.827234268188477
2011-10-20,75.87000274658203,22.42283058166504
2011-10-21,77.44999694824219,22.619112014770508
2011-10-24,77.23999786376953,23.397451400756836
2011-10-25,75.73999786376953,22.666484832763672
2011-10-26,78.0199966430664,23.133485794067383
2011-10-27,80.48999786376953,25.05564308166504
2011-10-28,79.95999908447266,24.832292556762695
2011-10-31,77.86000061035156,23.526033401489258
2011-11-01,75.5199966430664,22.13857078552246
2011-11-02,77.48999786376953,22.76801109313965
2011-11-03,78.81999969482422,23.26885223388672
2011-11-04,77.23999786376953,22.991357803344727
2011-11-07,77.0999984741211,23.17409896850586
2011-11-08,78.16000366210938,23.702016830444336
2011-11-09,75.4000015258789,22.02351188659668
2011-11-10,75.98999786376953,22.158872604370117
2011-11-11,76.97000122070312,22.524354934692383
2011-11-14,75.86000061035156,22.030284881591797
2011-11-15,75.93000030517578,22.131805419921875
2011-11-16,74.66999816894531,21.29932403564453
2011-11-17,74.30000305175781,20.63605308532715
2011-11-18,75.37000274658203,20.724031448364258
2011-11-21,74.31999969482422,20.243488311767578
2011-11-22,74.36000061035156,19.905092239379883
2011-11-23,72.75,19.207975387573242
2011-11-25,72.88999938964844,19.275650024414062
2011-11-28,75.4800033569336,19.735883712768555
2011-11-29,75.12999725341797,19.32979393005371
2011-11-30,78.76000213623047,20.96091651916504
2011-12-01,77.80999755859375,20.61574363708496
2011-12-02,77.44000244140625,21.88138771057129
2011-12-05,78.11000061035156,22.680021286010742
2011-12-06,78.1500015258789,22.490522384643555
2011-12-07,78.72000122070312,23.011669158935547
2011-12-08,76.94000244140625,21.80693244934082
2011-12-09,77.61000061035156,22.456680297851562
2011-12-12,76.2699966430664,21.685110092163086
2011-12-13,75.86000061035156,21.177499771118164
2011-12-14,75.5199966430664,21.32639503479004
2011-12-15,74.9000015258789,21.495603561401367
2011-12-16,75.12999725341797,21.583587646484375
2011-12-19,74.04000091552734,20.778173446655273
2011-12-20,76.0999984741211,21.800167083740234
2011-12-21,76.22000122070312,21.874616622924805
2011-12-22,76.88999938964844,22.63941764831543
2011-12-23,77.73999786376953,22.72063636779785
2011-12-27,77.2300033569336,22.355154037475586
2011-12-28,76.5199966430664,22.097957611083984
2011-12-29,76.9000015258789,22.619112014770508
2011-12-30,76.30000305175781,22.50405502319336
2012-01-03,77.68000030517578,23.674942016601562
2012-01-04,76.80000305175781,23.82491111755371
2012-01-05,76.93000030517578,24.322542190551758
2012-01-06,76.38999938964844,24.10439682006836
2012-01-09,76.29000091552734,24.063493728637695
2012-01-10,77.41999816894531,24.574758529663086
2012-01-11,78.0,24.990583419799805
2012-01-12,78.5,25.120113372802734
2012-01-13,77.7699966430664,24.486143112182617
2012-01-17,77.97000122070312,23.797639846801758
2012-01-18,78.91999816894531,24.908788681030273
2012-01-19,79.58999633789062,25.174654006958008
2012-01-20,79.91000366210938,25.4677677154541
2012-01-23,79.1500015258789,25.67227554321289
2012-01-24,78.4800033569336,25.67227554321289
2012-01-25,79.8499984741211,25.631372451782227
2012-01-26,79.66000366210938,25.5563907623291
2012-01-27,79.41999816894531,25.365514755249023
2012-01-30,78.69000244140625,25.22918701171875
2012-01-31,78.37000274658203,25.4268741607666
2012-02-01,78.66000366210938,25.631372451782227
2012-02-02,78.7300033569336,25.597301483154297
2012-02-03,80.0,26.094919204711914
2012-02-06,79.8499984741211,25.999492645263672
2012-02-07,79.87999725341797,25.815433502197266
2012-02-08,79.66000366210938,26.10855484008789
2012-02-09,79.19999694824219,25.808616638183594
2012-02-10,78.79000091552734,25.63819694519043
2012-02-13,79.44000244140625,26.10855484008789
2012-02-14,78.91999816894531,25.849512100219727
2012-02-15,78.06999969482422,25.49504280090332
2012-02-16,78.91000366210938,25.90404510498047
2012-02-17,79.41999816894531,26.224443435668945
2012-02-21,79.62999725341797,26.217626571655273
2012-02-22,78.93000030517578,25.95176887512207
2012-02-23,79.37000274658203,26.238082885742188
2012-02-24,80.04000091552734,26.094919204711914
2012-02-27,80.25,26.626628875732422
2012-02-28,79.44000244140625,26.72888946533203
2012-02-29,78.44999694824219,26.749343872070312
2012-03-01,78.77999877929688,27.5196475982666
2012-03-02,78.29000091552734,27.696882247924805
2012-03-05,79.16999816894531,27.54009437561035
2012-03-06,78.47000122070312,26.803874969482422
2012-03-07,78.81999969482422,27.23333740234375
2012-03-08,78.87000274658203,27.56735610961914
2012-03-09,79.41000366210938,27.96955108642578
2012-03-12,79.54000091552734,27.635534286499023
2012-03-13,80.76000213623047,29.578325271606445
2012-03-14,80.70999908447266,29.70786476135254
2012-03-15,81.33999633789062,30.471338272094727
2012-03-16,81.06999969482422,30.382719039916992
2012-03-19,81.4800033569336,30.675840377807617
2012-03-20,81.44999694824219,30.934885025024414
2012-03-21,81.20999908447266,30.757644653320312
2012-03-22,80.93000030517578,30.43726348876953
2012-03-23,81.37999725341797,30.784927368164062
2012-03-26,82.33999633789062,31.473411560058594
2012-03-27,81.76000213623047,31.28254508972168
2012-03-28,81.77999877929688,31.541593551635742
2012-03-29,81.3499984741211,31.13258171081543
2012-03-30,81.1500015258789,31.34390640258789
2012-04-02,81.83999633789062,31.44615364074707
2012-04-03,81.54000091552734,31.164840698242188
2012-04-04,81.05000305175781,30.471818923950195
2012-04-05,80.91000366210938,30.423789978027344
2012-04-09,79.76000213623047,30.115020751953125
2012-04-10,78.69999694824219,29.47690773010254
2012-04-11,79.05000305175781,30.19738006591797
2012-04-12,80.05999755859375,30.76685905456543
2012-04-13,78.81999969482422,29.648447036743164
2012-04-16,79.66999816894531,29.73077964782715
2012-04-17,80.76000213623047,30.12188148498535
2012-04-18,79.73999786376953,29.70333480834961
2012-04-19,79.27999877929688,29.655309677124023
2012-04-20,78.9000015258789,29.312244415283203
2012-04-23,78.80000305175781,29.401432037353516
2012-04-24,79.79000091552734,29.696474075317383
2012-04-25,79.94000244140625,29.614154815673828
2012-04-26,80.4000015258789,30.05327606201172
2012-04-27,80.55999755859375,29.737655639648438
2012-04-30,80.44999694824219,29.490629196166992
2012-05-01,81.45999908447266,30.046417236328125
2012-05-02,81.12999725341797,29.641590118408203
2012-05-03,81.26000213623047,29.511213302612305
2012-05-04,80.94000244140625,28.64666175842285
2012-05-07,82.47000122070312,28.667264938354492
2012-05-08,82.22000122070312,28.39279556274414
2012-05-09,81.43000030517578,27.885051727294922
2012-05-10,81.77999877929688,27.95366668701172
2012-05-11,81.5999984741211,25.360021591186523
2012-05-14,80.52999877929688,24.557233810424805
2012-05-15,80.20999908447266,24.865989685058594
2012-05-16,80.58999633789062,24.33079719543457
2012-05-17,79.87000274658203,23.280996322631836
2012-05-18,78.91000366210938,22.97909164428711
2012-05-21,79.80000305175781,22.30666160583496
2012-05-22,79.6500015258789,23.335878372192383
2012-05-23,79.75,23.50741958618164
2012-05-24,79.80000305175781,23.308439254760742
2012-05-25,79.25,22.98595428466797
2012-05-29,79.81999969482422,23.07515525817871
2012-05-30,78.83000183105469,22.61543083190918
2012-05-31,79.36000061035156,22.745800018310547
2012-06-01,79.0199966430664,21.908700942993164
2012-06-04,79.04000091552734,21.27057647705078
2012-06-05,79.12000274658203,21.949871063232422
2012-06-06,80.68000030517578,22.6909122467041
2012-06-07,80.66000366210938,22.512514114379883
