date,QCOM,CRM
2023-06-09,111.59754943847656,212.1946258544922
2023-06-12,114.4364242553711,210.59808349609375
2023-06-13,116.58200073242188,205.9562225341797
2023-06-14,115.61695098876953,206.37014770507812
2023-06-15,115.813720703125,208.85366821289062
2023-06-16,114.94237518310547,208.6959991455078
2023-06-20,112.26277160644531,213.83062744140625
2023-06-21,108.45883178710938,206.5574188232422
2023-06-22,109.0584716796875,210.20384216308594
2023-06-23,106.27578735351562,207.05015563964844
2023-06-26,109.27395629882812,204.359619140625
2023-06-27,112.23464965820312,205.7985382080078
2023-06-28,110.12655639648438,209.10006713867188
2023-06-29,110.61376190185547,207.38525390625
2023-06-30,111.5319595336914,208.20321655273438
2023-07-03,112.51573944091797,208.58758544921875
2023-07-05,109.74242401123047,210.7261962890625
2023-07-06,107.95288848876953,207.09945678710938
2023-07-07,108.6274642944336,206.5574188232422
2023-07-10,109.7330551147461,209.73077392578125
2023-07-11,109.49882507324219,217.9698486328125
2023-07-12,111.19464874267578,223.99143981933594
2023-07-13,115.35462951660156,227.03672790527344
2023-07-14,114.82994842529297,226.01177978515625
2023-07-17,115.61695098876953,224.70103454589844
2023-07-18,115.11103057861328,224.33639526367188
2023-07-19,116.5726318359375,230.97885131835938
2023-07-20,113.10599517822266,224.8587188720703
2023-07-21,116.85371398925781,224.76014709472656
2023-07-24,116.27281951904297,222.3948516845703
2023-07-25,117.181640625,222.759521484375
2023-07-26,116.19786071777344,222.3160400390625
2023-07-27,117.91244506835938,221.8922576904297
2023-07-28,121.31346893310547,222.33575439453125
2023-07-31,123.83383178710938,221.7542724609375
2023-08-01,123.74949645996094,221.02499389648438
2023-08-02,121.11674499511719,217.3095245361328
2023-08-03,111.21340942382812,212.44100952148438
2023-08-04,113.83679962158203,211.4850311279297
2023-08-07,111.81304931640625,212.93377685546875
2023-08-08,110.23900604248047,208.51861572265625
2023-08-09,109.2177505493164,202.88136291503906
2023-08-10,108.31829071044922,205.23675537109375
2023-08-11,107.3813705444336,205.68026733398438
2023-08-14,106.82856750488281,208.99168395996094
