date,LLY,JNJ
2011-01-18,24.01751708984375,39.7342529296875
2011-01-19,23.92086410522461,40.02858352661133
2011-01-20,23.98990249633789,40.22054672241211
2011-01-21,23.996789932250977,40.092567443847656
2011-01-24,24.010610580444336,39.81103515625
2011-01-25,23.976089477539062,39.08161544799805
2011-01-26,24.127962112426758,38.77449035644531
2011-01-27,24.486949920654297,38.82567596435547
2011-01-28,24.003700256347656,38.39698791503906
2011-01-31,24.003700256347656,38.243408203125
2011-02-01,24.307464599609375,38.7936897277832
2011-02-02,24.452442169189453,38.787288665771484
2011-02-03,24.597408294677734,38.90245056152344
2011-02-04,24.528371810913086,38.928062438964844
2011-02-07,24.71477508544922,38.947235107421875
2011-02-08,24.74239158630371,38.992034912109375
2011-02-09,24.70096206665039,38.95363235473633
2011-02-10,24.590505599975586,38.98564147949219
2011-02-11,24.163515090942383,38.83845901489258
2011-02-14,24.19152069091797,38.83845901489258
2011-02-15,24.128520965576172,38.787288665771484
2011-02-16,24.26151466369629,38.723297119140625
2011-02-17,24.401517868041992,38.89605712890625
2011-02-18,24.219511032104492,39.10080337524414
2011-02-22,24.100521087646484,38.80648422241211
2011-02-23,23.82752799987793,38.64012908935547
2011-02-24,23.87651824951172,38.55055236816406
2011-02-25,23.862524032592773,38.505348205566406
2011-02-28,24.19152069091797,39.6674690246582
2011-03-01,23.981515884399414,39.18971633911133
2011-03-02,23.99552345275879,39.2607307434082
2011-03-03,24.072521209716797,39.41569137573242
2011-03-04,24.219511032104492,39.42214584350586
2011-03-07,24.26151466369629,38.99603271484375
2011-03-08,24.485506057739258,39.1961784362793
2011-03-09,24.562501907348633,38.99603271484375
2011-03-10,24.338510513305664,38.4859733581543
2011-03-11,24.401517868041992,38.537635803222656
2011-03-14,24.31051254272461,38.17607879638672
2011-03-15,23.869522094726562,37.75642013549805
2011-03-16,23.54052734375,37.22700500488281
2011-03-17,23.890520095825195,37.53045654296875
2011-03-18,24.135522842407227,37.81452560424805
2011-03-21,24.065513610839844,37.98238754272461
2011-03-22,24.198514938354492,37.956565856933594
2011-03-23,24.051517486572266,37.911373138427734
2011-03-24,24.219511032104492,38.11150360107422
2011-03-25,24.135522842407227,38.07924270629883
2011-03-28,24.08651351928711,38.24708938598633
2011-03-29,24.275516510009766,38.234188079833984
2011-03-30,24.625511169433594,38.337486267089844
2011-03-31,24.618513107299805,38.253562927246094
2011-04-01,24.49251365661621,38.408512115478516
2011-04-04,24.520505905151367,38.834625244140625
2011-04-05,24.506505966186523,38.6086540222168
2011-04-06,25.003498077392578,38.51826477050781
2011-04-07,25.010498046875,38.40205001831055
2011-04-08,24.982494354248047,38.389122009277344
2011-04-11,25.108497619628906,38.64738082885742
2011-04-12,25.087505340576172,38.69902801513672
2011-04-13,24.97549819946289,38.479530334472656
2011-04-14,25.024503707885742,38.750701904296875
2011-04-15,25.20648956298828,39.09931945800781
2011-04-18,24.933500289916992,39.034767150878906
2011-04-19,24.9894962310791,40.47452163696289
2011-04-20,25.290494918823242,41.572086334228516
2011-04-21,25.38148307800293,41.36547088623047
2011-04-25,25.36049461364746,41.391319274902344
