date,HD,LOW
2010-12-27,24.456029891967773,19.188457489013672
2010-12-28,24.351924896240234,18.939937591552734
2010-12-29,24.213134765625,18.84956169128418
2010-12-30,24.19231414794922,18.819442749023438
2010-12-31,24.331106185913086,18.88722038269043
2011-01-03,24.504608154296875,18.94747543334961
2011-01-04,24.060449600219727,18.495620727539062
2011-01-05,23.98412322998047,18.58599281311035
2011-01-06,23.886951446533203,18.171796798706055
2011-01-07,23.859207153320312,18.066373825073242
2011-01-10,23.866138458251953,18.307355880737305
2011-01-11,24.19231414794922,18.367595672607422
2011-01-12,24.171499252319336,18.405258178710938
2011-01-13,24.47684669494629,18.48809051513672
2011-01-14,24.907121658325195,18.91170883178711
2011-01-18,24.997337341308594,18.919273376464844
2011-01-19,24.726680755615234,18.457828521728516
2011-01-20,25.323501586914062,19.138656616210938
2011-01-21,25.33738899230957,18.919273376464844
2011-01-24,25.43454360961914,18.964672088623047
2011-01-25,25.788482666015625,19.335342407226562
2011-01-26,25.96891212463379,19.554718017578125
2011-01-27,26.3575439453125,19.849735260009766
2011-01-28,25.469247817993164,19.100830078125
2011-01-31,25.51782989501953,18.760421752929688
2011-02-01,25.670501708984375,18.91170883178711
2011-02-02,25.372087478637695,18.351932525634766
2011-02-03,25.469247817993164,18.533483505249023
2011-02-04,25.538652420043945,18.692344665527344
2011-02-07,25.399843215942383,18.62425994873047
2011-02-08,25.788482666015625,18.72259521484375
2011-02-09,25.795425415039062,18.51078224182129
2011-02-10,25.892576217651367,18.480527877807617
2011-02-11,26.01055145263672,18.979795455932617
2011-02-14,26.079946517944336,19.040315628051758
2011-02-15,26.15628433227539,19.3504638671875
2011-02-16,26.274263381958008,19.509326934814453
2011-02-17,26.49634552001953,19.774089813232422
2011-02-18,26.70453643798828,19.895124435424805
2011-02-22,26.433889389038086,19.66062355041504
2011-02-23,25.88562774658203,19.463939666748047
2011-02-24,25.77460479736328,18.994924545288086
2011-02-25,25.732961654663086,19.115962982177734
2011-02-28,26.00362205505371,19.796783447265625
2011-03-01,25.510881423950195,19.289945602416992
2011-03-02,25.44148063659668,19.50176429748535
2011-03-03,26.059141159057617,19.879993438720703
2011-03-04,25.830123901367188,19.849735260009766
2011-03-07,25.587217330932617,19.66818618774414
2011-03-08,25.88068199157715,20.12963104248047
2011-03-09,26.320877075195312,20.288488388061523
2011-03-10,25.901649475097656,20.182579040527344
2011-03-11,25.9505615234375,20.379262924194336
2011-03-14,25.629148483276367,20.280920028686523
2011-03-15,25.356643676757812,20.152320861816406
2011-03-16,24.930423736572266,19.66818618774414
2011-03-17,24.986312866210938,19.72870445251465
2011-03-18,25.154014587402344,19.819467544555664
2011-03-21,25.454465866088867,19.910255432128906
2011-03-22,25.356643676757812,20.008594512939453
2011-03-23,25.587215423583984,20.40195655822754
2011-03-24,26.10428237915039,20.636459350585938
2011-03-25,26.146196365356445,20.568378448486328
2011-03-28,25.60818099975586,20.21284294128418
2011-03-29,26.341854095458984,20.3717041015625
2011-03-30,26.251007080078125,20.40195655822754
2011-03-31,25.894657135009766,19.993467330932617
2011-04-01,26.244028091430664,20.227968215942383
2011-04-04,26.18114471435547,20.106929779052734
2011-04-05,26.2719669342041,20.258224487304688
2011-04-06,26.20209503173828,20.175018310546875
2011-04-07,26.432682037353516,20.122060775756836
2011-04-08,26.174129486083984,20.288488388061523
2011-04-11,26.2719669342041,20.258224487304688
2011-04-12,26.383771896362305,20.492725372314453
2011-04-13,26.320877075195312,20.3565673828125
2011-04-14,26.43966293334961,20.492725372314453
2011-04-15,26.67023277282715,20.46247100830078
2011-04-18,26.383771896362305,20.097888946533203
2011-04-19,26.3907470703125,20.249805450439453
2011-04-20,26.50952911376953,20.249805450439453
2011-04-21,26.411718368530273,20.25739097595215
2011-04-25,26.244028091430664,20.006738662719727
2011-04-26,25.999479293823242,19.953567504882812
2011-04-27,26.076322555541992,20.310569763183594
2011-04-28,26.18114471435547,20.204219818115234
2011-04-29,25.95755386352539,19.938377380371094
2011-05-02,26.097278594970703,20.037124633789062
2011-05-03,26.097278594970703,19.78647232055664
2011-05-04,25.985485076904297,19.566198348999023
2011-05-05,25.85972023010254,19.566198348999023
2011-05-06,25.84575080871582,19.475055694580078
2011-05-09,25.824790954589844,19.566198348999023
2011-05-10,26.041397094726562,19.907991409301758
2011-05-11,26.01344108581543,19.702911376953125
2011-05-12,26.055370330810547,19.733299255371094
2011-05-13,25.85972023010254,19.566198348999023
2011-05-16,25.83875846862793,18.86740493774414
2011-05-17,26.132221221923828,18.799039840698242
2011-05-18,26.174129486083984,19.02691650390625
2011-05-19,26.1252384185791,18.821823120117188
2011-05-20,25.887676239013672,18.57877540588379
2011-05-23,25.72696876525879,18.518009185791016
2011-05-24,25.53830337524414,18.343311309814453
2011-05-25,25.59421730041504,18.487625122070312
2011-05-26,25.286771774291992,18.46483039855957
2011-05-27,25.154014587402344,18.419265747070312
2011-05-31,25.349655151367188,18.33571434020996
2011-06-01,24.734786987304688,18.016698837280273
2011-06-02,24.518171310424805,17.9179630279541
2011-06-03,24.196762084960938,17.773643493652344
2011-06-06,23.95920181274414,17.37108039855957
2011-06-07,23.987152099609375,17.462223052978516
2011-06-08,23.826440811157227,17.257137298583984
2011-06-09,23.987152099609375,17.295120239257812
2011-06-10,23.386247634887695,16.907745361328125
2011-06-13,23.414196014404297,16.74823760986328
2011-06-14,24.463111877441406,17.257137298583984
2011-06-15,23.85065269470215,16.79381561279297
2011-06-16,24.287128448486328,17.22675895690918
2011-06-17,24.308242797851562,17.340694427490234
2011-06-20,24.47719383239746,17.55337142944336
2011-06-21,24.94182014465332,17.986318588256836
2011-06-22,24.589839935302734,17.6141357421875
2011-06-23,25.0966854095459,18.009105682373047
2011-06-24,24.69544219970703,17.659711837768555
2011-06-27,24.779909133911133,17.583749771118164
2011-06-28,25.385330200195312,17.826818466186523
2011-06-29,25.328996658325195,17.758451461791992
2011-06-30,25.49796485900879,17.705278396606445
2011-07-01,25.856983184814453,18.092660903930664
2011-07-05,25.7584285736084,17.83441162109375
2011-07-06,25.74435806274414,17.667306900024414
2011-07-07,26.082256317138672,18.221784591674805
