date,XLK
2000-01-03,20.60181999206543
2000-01-04,19.556629180908203
2000-01-05,19.26630401611328
2000-01-06,18.62757682800293
2000-01-07,18.952747344970703
2000-01-10,19.672767639160156
2000-01-11,19.115331649780273
2000-01-12,19.034034729003906
2000-01-13,19.208240509033203
2000-01-14,19.649545669555664
2000-01-18,19.754060745239258
2000-01-19,19.788902282714844
2000-01-20,19.905025482177734
2000-01-21,19.92826271057129
2000-01-24,19.277925491333008
2000-01-25,19.69019317626953
2000-01-26,19.045650482177734
2000-01-27,18.85983657836914
2000-01-28,18.186275482177734
2000-01-31,18.7901611328125
2000-02-01,19.185012817382812
2000-02-02,19.32436752319336
2000-02-03,19.88180923461914
2000-02-04,20.11406898498535
2000-02-07,20.346332550048828
2000-02-08,20.53214454650879
2000-02-09,20.276647567749023
2000-02-10,20.758594512939453
2000-02-11,20.20696449279785
2000-02-14,20.21858024597168
2000-02-15,20.276647567749023
2000-02-16,20.17213249206543
2000-02-17,20.62505340576172
2000-02-18,19.92826271057129
2000-02-22,19.88180923461914
2000-02-23,20.485685348510742
2000-02-24,20.741188049316406
2000-02-25,20.543764114379883
2000-02-28,20.29987335205078
2000-02-29,20.764408111572266
2000-03-01,20.97344207763672
2000-03-02,21.182476043701172
2000-03-03,21.768951416015625
2000-03-06,21.734106063842773
2000-03-07,21.13603401184082
2000-03-08,21.507648468017578
2000-03-09,22.157991409301758
2000-03-10,22.204439163208008
2000-03-13,21.879274368286133
2000-03-14,21.379899978637695
2000-03-15,21.008285522460938
2000-03-16,21.739910125732422
2000-03-17,22.250896453857422
2000-03-20,22.157991409301758
2000-03-21,22.738649368286133
2000-03-22,23.13349723815918
2000-03-23,23.57480239868164
2000-03-24,23.778038024902344
2000-03-27,23.96965217590332
2000-03-28,23.388992309570312
2000-03-29,22.703813552856445
2000-03-30,22.08831214904785
2000-03-31,22.506385803222656
2000-04-03,21.55410385131836
2000-04-04,21.345062255859375
2000-04-05,21.484434127807617
2000-04-06,21.763139724731445
2000-04-07,22.506385803222656
2000-04-10,21.693464279174805
2000-04-11,21.159257888793945
2000-04-12,19.788902282714844
2000-04-13,19.411466598510742
2000-04-14,18.395315170288086
2000-04-17,19.394046783447266
2000-04-18,20.4973087310791
2000-04-19,19.823734283447266
2000-04-20,19.649545669555664
2000-04-24,19.045650482177734
2000-04-25,20.148900985717773
2000-04-26,19.76567268371582
2000-04-27,20.38117790222168
2000-04-28,20.43924903869629
2000-05-01,20.729570388793945
2000-05-02,20.346332550048828
2000-05-03,19.463726043701172
2000-05-04,19.32436752319336
2000-05-05,19.852767944335938
2000-05-08,19.150177001953125
2000-05-09,18.795976638793945
2000-05-10,17.884328842163086
2000-05-11,18.38950538635254
2000-05-12,18.62757682800293
2000-05-15,18.975982666015625
2000-05-16,19.545013427734375
2000-05-17,19.26630401611328
2000-05-18,18.778549194335938
2000-05-19,18.046916961669922
2000-05-22,17.965618133544922
2000-05-23,17.09463119506836
2000-05-24,17.768198013305664
2000-05-25,17.477869033813477
2000-05-26,17.535932540893555
2000-05-30,18.674022674560547
2000-05-31,18.314022064208984
2000-06-01,19.138553619384766
2000-06-02,20.00954818725586
2000-06-05,20.067615509033203
2000-06-06,19.788902282714844
2000-06-07,20.1605167388916
2000-06-08,20.067615509033203
2000-06-09,20.11406898498535
2000-06-12,19.69598960876465
2000-06-13,20.11406898498535
2000-06-14,19.742448806762695
2000-06-15,20.137290954589844
2000-06-16,20.20696449279785
2000-06-19,20.84569549560547
2000-06-20,20.90377426147461
2000-06-21,21.089576721191406
2000-06-22,20.43924903869629
2000-06-23,20.00373649597168
2000-06-26,20.137290954589844
2000-06-27,19.939870834350586
2000-06-28,20.137290954589844
2000-06-29,19.742448806762695
2000-06-30,20.137290954589844
2000-07-03,20.276647567749023
2000-07-05,19.626312255859375
2000-07-06,19.92826271057129
2000-07-07,20.253421783447266
2000-07-10,20.032773971557617
2000-07-11,19.87019157409668
2000-07-12,20.38117790222168
2000-07-13,20.776016235351562
2000-07-14,21.159257888793945
2000-07-17,21.333446502685547
2000-07-18,20.90377426147461
2000-07-19,20.43924903869629
2000-07-20,20.86891746520996
2000-07-21,20.416011810302734
2000-07-24,19.916641235351562
2000-07-25,20.253421783447266
2000-07-26,19.986324310302734
2000-07-27,19.405664443969727
2000-07-28,18.685649871826172
2000-07-31,19.068878173828125
2000-08-01,18.848217010498047
2000-08-02,18.766931533813477
2000-08-03,19.1269474029541
2000-08-04,19.1269474029541
2000-08-07,19.521793365478516
2000-08-08,19.556629180908203
2000-08-09,19.626312255859375
2000-08-10,19.208240509033203
2000-08-11,19.277925491333008
2000-08-14,19.672767639160156
2000-08-15,19.71922492980957
2000-08-16,19.742448806762695
2000-08-17,20.11406898498535
2000-08-18,20.137290954589844
2000-08-21,20.230195999145508
2000-08-22,20.230195999145508
2000-08-23,20.427623748779297
2000-08-24,20.619245529174805
2000-08-25,20.549562454223633
2000-08-28,20.717952728271484
2000-08-29,20.741188049316406
2000-08-30,20.60181999206543
2000-08-31,21.008285522460938
2000-09-01,21.019893646240234
2000-09-05,20.543764114379883
2000-09-06,20.021162033081055
2000-09-07,20.346332550048828
2000-09-08,19.69598960876465
2000-09-11,19.185012817382812
2000-09-12,18.90629768371582
2000-09-13,19.09210205078125
2000-09-14,19.196624755859375
2000-09-15,18.865650177001953
2000-09-18,18.4417667388916
2000-09-19,19.16178321838379
2000-09-20,19.231460571289062
2000-09-21,18.836618423461914
2000-09-22,18.302410125732422
2000-09-25,17.91916847229004
2000-09-26,17.541746139526367
2000-09-27,17.419801712036133
2000-09-28,18.02369499206543
2000-09-29,17.233985900878906
2000-10-02,17.106245040893555
2000-10-03,16.653322219848633
2000-10-04,17.10043716430664
2000-10-05,16.8565673828125
2000-10-06,16.50816535949707
2000-10-09,16.41525650024414
2000-10-10,15.933308601379395
2000-10-11,15.422331809997559
2000-10-12,14.888121604919434
2000-10-13,16.142345428466797
2000-10-16,15.886857032775879
2000-10-17,15.468774795532227
2000-10-18,15.224907875061035
2000-10-19,16.577848434448242
2000-10-20,16.827529907226562
2000-10-23,16.72300910949707
2000-10-24,16.39784049987793
2000-10-25,15.242329597473145
2000-10-26,15.608139038085938
2000-10-27,15.741692543029785
2000-10-30,15.526848793029785
2000-10-31,16.246871948242188
2000-11-01,15.933308601379395
2000-11-02,16.345579147338867
2000-11-03,16.4675235748291
2000-11-06,16.21202850341797
2000-11-07,16.328161239624023
2000-11-08,15.468774795532227
2000-11-09,15.242329597473145
2000-11-10,14.400376319885254
2000-11-13,14.35391616821289
2000-11-14,15.131994247436523
2000-11-15,15.23652458190918
2000-11-16,14.748763084411621
2000-11-17,14.86489486694336
2000-11-20,14.26101016998291
2000-11-21,14.330692291259766
2000-11-22,13.808094024658203
2000-11-24,14.35391616821289
2000-11-27,14.272624969482422
2000-11-28,13.697771072387695
2000-11-29,13.633902549743652
2000-11-30,12.9138822555542
2000-12-01,13.082269668579102
2000-12-04,13.00678539276123
2000-12-05,14.237788200378418
2000-12-06,13.842938423156738
2000-12-07,13.384215354919434
2000-12-08,14.005517959594727
2000-12-11,14.533926963806152
2000-12-12,14.237788200378418
2000-12-13,13.633902549743652
2000-12-14,13.4248628616333
2000-12-15,12.890647888183594
2000-12-18,12.635163307189941
2000-12-19,12.263545036315918
2000-12-20,11.346099853515625
2000-12-21,11.38093376159668
2000-12-22,12.164827346801758
2000-12-26,11.961603164672852
2000-12-27,12.077733039855957
2000-12-28,12.01966667175293
2000-12-29,11.636427879333496
2001-01-02,10.96286392211914
2001-01-03,12.728067398071289
2001-01-04,12.855812072753906
2001-01-05,12.077733039855957
2001-01-08,12.042888641357422
2001-01-09,12.309995651245117
2001-01-10,12.68161678314209
2001-01-11,13.2158203125
2001-01-12,13.018401145935059
2001-01-16,12.867422103881836
2001-01-17,13.262269020080566
2001-01-18,13.95906925201416
2001-01-19,14.15068244934082
2001-01-22,13.88939094543457
2001-01-23,14.121660232543945
2001-01-24,14.295851707458496
2001-01-25,13.796483039855957
2001-01-26,13.88939094543457
2001-01-29,14.181113243103027
2001-01-30,14.21456527709961
2001-01-31,13.861513137817383
2001-02-01,13.854085922241211
2001-02-02,13.244624137878418
2001-02-05,13.16286563873291
2001-02-06,13.240910530090332
2001-02-07,12.899014472961426
2001-02-08,12.709489822387695
2001-02-09,12.122328758239746
2001-02-12,12.226383209228516
2001-02-13,12.018268585205078
2001-02-14,12.300704956054688
2001-02-15,12.67232608795166
2001-02-16,11.888202667236328
2001-02-20,11.249013900756836
2001-02-21,10.96286392211914
2001-02-22,10.981443405151367
2001-02-23,10.89968490600586
2001-02-26,11.074353218078613
2001-02-27,10.6506986618042
2001-02-28,10.409144401550293
2001-03-01,10.702733039855957
2001-03-02,10.331101417541504
2001-03-05,10.554078102111816
2001-03-06,11.000022888183594
2001-03-07,11.014890670776367
2001-03-08,10.795633316040039
2001-03-09,10.089547157287598
2001-03-12,9.550699234008789
2001-03-13,10.026371955871582
2001-03-14,9.781105041503906
2001-03-15,9.665903091430664
2001-03-16,9.454078674316406
2001-03-19,9.747655868530273
2001-03-20,9.279412269592285
2001-03-21,9.324006080627441
2001-03-22,9.751375198364258
2001-03-23,9.95948600769043
2001-03-26,9.829416275024414
2001-03-27,10.14529037475586
2001-03-28,9.39461612701416
2001-03-29,9.271980285644531
2001-03-30,9.216236114501953
2001-04-02,8.993260383605957
2001-04-03,8.391236305236816
2001-04-04,8.231435775756836
2001-04-05,9.10103702545166
2001-04-06,8.677380561828613
2001-04-09,8.699679374694824
2001-04-10,9.283124923706055
2001-04-11,9.621305465698242
2001-04-12,9.8628568649292
2001-04-16,9.625025749206543
2001-04-17,9.725361824035645
2001-04-18,10.609822273254395
2001-04-19,11.278741836547852
2001-04-20,11.148674011230469
2001-04-23,10.531782150268555
2001-04-24,10.368271827697754
2001-04-25,10.550360679626465
2001-04-26,10.401711463928223
2001-04-27,10.542930603027344
2001-04-30,10.70644474029541
2001-05-01,10.96286392211914
2001-05-02,11.182122230529785
2001-05-03,10.825362205505371
2001-05-04,10.981443405151367
2001-05-07,10.970293045043945
2001-05-08,11.018607139587402
2001-05-09,10.866239547729492
2001-05-10,10.70644474029541
2001-05-11,10.591238021850586
2001-05-14,10.442590713500977
2001-05-15,10.424007415771484
2001-05-16,10.84765911102295
2001-05-17,10.910834312438965
2001-05-18,10.959145545959473
2001-05-21,11.445972442626953
2001-05-22,11.423676490783691
2001-05-23,11.144956588745117
2001-05-24,11.23043155670166
